Date,Open,High,Low,Close,Adj Close,Volume
7/4/2018,676.5,677.474976,669.849976,672.299988,622.152161,131976
7/5/2018,674.900024,675,634.424988,642.25,594.343628,914538
7/6/2018,640,650.674988,634.75,642.25,594.343628,397914
7/9/2018,646.275024,651.5,639.75,649.575012,601.122314,296840
7/10/2018,652.599976,657.75,647.5,651.25,602.672302,273558
7/11/2018,655,670.950012,646.5,660.174988,610.93158,598286
7/12/2018,662,663.349976,642.299988,647.299988,599.016968,989930
7/13/2018,655,665.674988,650.075012,654.549988,605.726196,2211442
7/16/2018,662.5,692.200012,644.174988,666.525024,616.807983,1918862
7/17/2018,666.349976,674.400024,656.75,663.700012,614.193604,532454
7/18/2018,670,671.599976,657.174988,661.200012,611.880188,369338
7/19/2018,661.200012,665.150024,655.424988,658.275024,609.173218,232292
7/20/2018,660.525024,683.525024,660.525024,674.174988,623.887329,1632896
7/23/2018,675.049988,684.025024,668.349976,677.875,627.311401,260560
7/24/2018,681,689.900024,678.25,688,636.681091,226976
7/25/2018,690,696.049988,683.049988,691.849976,640.243896,385108
7/26/2018,690,694.849976,684.5,687.599976,636.310852,1789150
7/27/2018,690,694.150024,685,687.275024,636.010254,2532768
7/30/2018,692.5,692.5,675,676.575012,626.108337,3184204
7/31/2018,675,685.025024,667.5,682.5,631.59137,5726144
8/1/2018,682.924988,684,675.5,676.875,626.385925,2352322
8/2/2018,677.549988,683.224976,675.549988,677.700012,627.149353,139232
8/3/2018,680,683.200012,678.200012,682.049988,631.174805,3163640
8/6/2018,682.5,687.900024,674.025024,680.400024,629.647949,219604
8/7/2018,683.5,688.775024,680.924988,684.700012,633.627258,285450
8/8/2018,684.049988,687.075012,677.150024,681.450012,630.619751,127290
8/9/2018,683.025024,694.900024,683.025024,690.150024,638.670715,316758
8/10/2018,691.150024,694.450012,686.775024,692.599976,640.937927,122946
8/13/2018,692.5,705.5,689.900024,704.724976,652.15863,562436
8/14/2018,705.174988,712,701.700012,704.375,651.834656,242610
8/16/2018,705.625,717.349976,705.625,712.650024,659.492371,254296
8/17/2018,716.424988,718.325012,711.724976,715.674988,662.291809,181322
8/20/2018,694.349976,704,686.775024,692.599976,640.937927,1038672
8/21/2018,693.049988,697,687.125,692.150024,640.521545,501664
8/23/2018,694.150024,701.325012,693.174988,699.599976,647.415771,205488
8/24/2018,696.275024,701.5,688,689.974976,638.50885,1123256
8/27/2018,691.674988,709.450012,691.674988,707.450012,654.68042,271808
8/28/2018,708,719.25,706.150024,712.174988,659.052856,320148
8/29/2018,717.5,717.849976,703,705.174988,652.57489,437338
8/30/2018,705.5,711.5,698.5,708.75,655.883301,490422
8/31/2018,711,726.5,711,720,666.294067,4246466
9/3/2018,729,733.5,715,716.724976,663.263367,1256342
9/4/2018,723.700012,748.349976,717,735.650024,680.776855,832961
9/5/2018,741.75,748.450012,726.349976,729.799988,675.363098,625030
9/6/2018,734.5,735,725,727.950012,673.651184,246579
9/7/2018,733.049988,737,724.75,733.150024,678.463379,353724
9/10/2018,737,746.5,729.650024,731.950012,677.352783,312641
9/11/2018,734.299988,744.150024,732.549988,734.25,679.481201,465074
9/12/2018,743,745.75,736.25,742.700012,687.300842,285153
9/14/2018,742.5,744,730.150024,735.200012,680.360413,374118
9/17/2018,736.400024,740,725.099976,726.549988,672.35553,292264
9/18/2018,732,732,716.799988,719.150024,665.507507,202211
9/19/2018,725,727.400024,714.950012,720.400024,666.664307,151490
9/21/2018,719,719,692,706.299988,653.616028,773924
9/24/2018,709,729.950012,705.5,717.299988,663.795471,749018
9/25/2018,720,735.799988,717.349976,726.5,672.309265,359507
9/26/2018,738,738,712.400024,717.799988,664.258179,282597
9/27/2018,719.5,730.650024,718.049988,724.150024,670.134583,804565
9/28/2018,720,734,715.799988,727.849976,673.558594,506489
10/1/2018,735.099976,754.950012,733.400024,744.450012,688.92041,3761334
10/3/2018,744.700012,751.950012,726.549988,727.849976,673.558594,292087
10/4/2018,728,729,702.900024,706.349976,653.662354,403889
10/5/2018,711,731.25,709,721.849976,668.006104,399124
10/8/2018,725.049988,728.5,710.349976,714.5,661.204285,228274
10/9/2018,716,726,703.099976,717.349976,663.841736,437278
10/10/2018,718.150024,720,695.400024,700.299988,648.06366,1078764
10/11/2018,689.900024,691.75,665.25,675,624.650818,680373
10/12/2018,677,690,662.599976,679.049988,628.398621,422848
10/15/2018,690,705.799988,681.650024,699.099976,646.953125,443802
10/16/2018,709,713.75,688.099976,696.400024,644.45459,774209
10/17/2018,707,721,701.25,704.5,651.950317,1145997
10/19/2018,689.799988,689.799988,678.5,682.599976,631.683838,821154
10/22/2018,691,705,674.099976,678.25,627.658325,462086
10/23/2018,679,681.650024,654.650024,657.849976,608.780029,533828
10/24/2018,663.049988,666.450012,647.900024,650.150024,601.654419,1825795
10/25/2018,643,655.75,636.049988,649.299988,607.407593,373386
10/26/2018,645.099976,649.849976,630,633.5,592.626953,397563
10/29/2018,633,650,631.700012,643.799988,602.26239,478683
10/30/2018,640,663,638,659.75,617.18335,415852
10/31/2018,665,693.150024,662.049988,686.25,641.973511,582754
11/1/2018,693.900024,693.900024,660.099976,666.349976,623.357544,349193
11/2/2018,668.099976,675.299988,660.5,662.049988,619.334961,533579
11/5/2018,663,666.900024,657.049988,662.75,619.989746,372745
11/6/2018,669,675.099976,662.099976,666.799988,623.778503,785263
11/7/2018,674.450012,678,671.75,676,632.384949,84376
11/9/2018,677.200012,679.450012,657.400024,661.450012,618.773621,394045
11/12/2018,666,676.400024,662.549988,664.450012,621.580139,308091
11/13/2018,666,667.700012,656.950012,665.700012,622.749512,171252
11/14/2018,669,669,640.25,653.450012,611.289856,1119117
11/15/2018,653.450012,665.950012,647.25,656.349976,614.002686,920461
11/16/2018,664,664,644.400024,650.450012,608.483398,851972
11/19/2018,655,662,649.400024,651.799988,609.746277,436161
11/20/2018,648.549988,655,639.650024,641.099976,599.736633,290896
11/21/2018,642,642.049988,612.200012,620.950012,580.886658,1687076
11/22/2018,623.900024,628.5,617.650024,620.450012,580.418945,477899
11/26/2018,623.5,627.75,600.650024,621.299988,581.21405,628314
11/27/2018,627,640,625.549988,637,595.901062,773589
11/28/2018,643,668.25,640.099976,666.349976,623.357544,1150990
11/29/2018,672,675,659,659.599976,617.042969,1489912
11/30/2018,663,671.950012,661,666.5,623.497864,504992
12/3/2018,670.5,678.5,666.299988,669.849976,626.631775,463557
12/4/2018,673.900024,688.400024,671.400024,684.450012,640.289734,463485
12/5/2018,682.200012,684,673.200012,681.450012,637.483337,494434
12/6/2018,675.299988,685.200012,664.5,668.200012,625.088196,598535
12/7/2018,670.5,685,666.5,681.049988,637.10907,468211
12/10/2018,678,683.049988,665.700012,667.799988,624.713989,302526
12/11/2018,665.150024,681.200012,660.950012,674.25,630.747803,398365
12/12/2018,674.950012,680,671,678.700012,634.910767,345321
12/13/2018,679.25,698.799988,679.25,696.5,651.562317,365946
12/14/2018,695.150024,713,693.5,705.599976,660.075134,482934
12/17/2018,713,714,692.099976,693.549988,648.802612,612157
12/18/2018,694,694,675,676.349976,632.712341,1040768
12/19/2018,673,673,661.75,665.25,622.328491,940615
12/20/2018,662.700012,671.450012,657,666.849976,623.825256,579639
12/21/2018,660.700012,660.700012,643.799988,645.75,604.08667,981311
12/24/2018,658,658.799988,648,649.049988,607.173767,579592
12/26/2018,648.900024,650,637.700012,644.599976,603.010864,440867
12/27/2018,652.099976,663.25,649.299988,657.349976,614.938171,512892
12/28/2018,662.799988,663.900024,656,657.599976,615.172119,288729
12/31/2018,659,662.150024,656.099976,659.849976,617.276855,268693
1/1/2019,661,667,654.299988,664.650024,621.767212,221951
1/2/2019,668,673.700012,662.450012,669.299988,626.117188,419594
1/3/2019,670.900024,677,663.799988,667.549988,624.480103,355183
1/4/2019,671.099976,674,651.150024,660.75,618.118774,532339
1/7/2019,666.950012,682.799988,662.349976,671.150024,627.8479,675873
1/8/2019,673.049988,677.450012,668.200012,669.849976,626.631775,528366
1/9/2019,684.900024,689.799988,664.549988,675.849976,632.244568,1401279
1/10/2019,681.150024,682,672.650024,679.75,635.892944,591859
1/11/2019,683.900024,686,672.799988,683.700012,639.588135,965600
1/14/2019,706,709,695.700012,700.900024,655.678406,1900868
1/15/2019,705.099976,729.799988,705.099976,726.549988,679.673401,907834
1/16/2019,729,737.650024,729,736.549988,689.028198,570874
1/17/2019,736.450012,738.650024,728.75,733.400024,686.081543,284316
1/18/2019,731.950012,736,726.5,731,683.836304,203144
1/21/2019,733,750.700012,733,742.75,694.828247,439700
1/22/2019,740.650024,747.200012,733.849976,744.349976,696.325012,241180
1/23/2019,743.25,743.25,729.049988,731.450012,684.257324,250110
1/24/2019,729.5,739,721.400024,732.799988,689.289612,185362
1/25/2019,728.700012,737.400024,725,730.200012,686.843994,176637
1/28/2019,732.900024,733.849976,719.049988,728.200012,684.962769,500333
1/29/2019,728.200012,730.349976,716.549988,727.349976,684.163208,618662
1/30/2019,727.349976,734.650024,720.599976,724.849976,681.811707,653889
1/31/2019,728,751,727.049988,749.599976,705.092102,1128305
2/1/2019,753.799988,761.799988,745,756.549988,711.629456,374496
2/4/2019,755,762,747.849976,755.650024,710.782898,329744
2/5/2019,751,760,748.549988,754.25,709.466003,272873
2/6/2019,754.25,766.150024,753.799988,762.650024,717.367249,345880
2/7/2019,761.099976,769.5,760.650024,763.349976,718.025696,241922
2/8/2019,764,771.150024,755.099976,759.849976,714.733459,312650
2/11/2019,760,768.650024,757.549988,761.599976,716.379578,275729
2/12/2019,763,763,741,750.400024,705.844666,292287
2/14/2019,753,753,738,739.799988,695.874023,171101
2/15/2019,741.25,746.549988,733,741.75,697.708191,331471
2/18/2019,741,747.5,736.200012,740.099976,696.156128,168645
2/19/2019,738.900024,739.299988,723,725.150024,682.093872,228364
2/20/2019,730,743.450012,727,740.049988,696.109131,288411
2/21/2019,739,739.150024,727.950012,733.349976,689.806946,200596
2/22/2019,733.900024,736.650024,728,733.349976,689.806946,191573
2/25/2019,735,757.799988,735,754.900024,710.077454,297704
2/26/2019,748.150024,752.049988,740,741.700012,697.661194,394085
2/27/2019,745,746.599976,733,734.700012,691.076843,447430
2/28/2019,735.150024,742,732.099976,733.950012,690.371338,212699
3/1/2019,737.799988,742.349976,735.549988,741.150024,697.14386,237031
3/5/2019,742,742.549988,730,732.599976,689.101501,227036
3/6/2019,735,736.900024,727.099976,732.200012,688.725281,517663
3/7/2019,735,735.5,720.75,723.25,680.306702,538547
3/8/2019,723.25,725.900024,711.099976,712.549988,670.241943,418002
3/11/2019,713,718.200012,709.200012,711.650024,669.395386,1177665
3/12/2019,709.900024,714.75,705.700012,706.900024,664.92749,603082
3/13/2019,710,718.75,706.349976,709.150024,667.043945,466106
3/14/2019,714,715,706.299988,708.349976,666.291382,351044
3/15/2019,712.849976,723.650024,709.150024,718.849976,676.167847,806656
3/18/2019,723.450012,723.849976,705.650024,709.75,667.608276,866618
3/19/2019,713,725.900024,707.799988,721.5,678.660583,686131
3/20/2019,726.200012,742,726.200012,738.5,694.651184,976004
3/22/2019,743.349976,746.099976,733.099976,742.150024,698.084473,371377
3/25/2019,741,742,731.5,735.799988,692.111511,2496241
3/26/2019,736,736,719.599976,726.75,683.598877,438405
3/27/2019,728,732.400024,726.25,729.049988,685.762268,369947
3/28/2019,730,745,730,738.5,694.651184,428974
4/1/2019,742.900024,759.599976,742.900024,755.650024,710.782898,1913427
4/2/2019,757.5,765.450012,753.099976,757.099976,712.146729,877816
4/3/2019,759,759.049988,747,754.049988,709.277893,580434
4/4/2019,751.950012,753.799988,745.5,748.25,703.822327,246998
4/5/2019,750,760.5,748.25,756.25,711.34729,1341969
4/8/2019,762.299988,769.950012,755.950012,767.150024,721.600037,314102
4/9/2019,770,773.650024,758.299988,759.849976,714.733459,336826
4/10/2019,763,766.5,752.700012,754.150024,709.371948,325180
4/11/2019,753,753,740.049988,743.150024,699.025085,375859
4/12/2019,746,751.5,741,747.849976,703.445984,385220
4/15/2019,725,732,713.700012,726.650024,683.504761,1070699
4/16/2019,728.299988,728.5,714.549988,723.849976,680.871033,661281
4/18/2019,724.849976,724.849976,713,716.400024,673.863403,537060
4/22/2019,716.400024,725.75,715,720.599976,677.814026,371246
4/23/2019,724,729.799988,718.5,727.849976,684.633545,322190
4/24/2019,727.5,737.799988,724.25,736.400024,692.675964,366957
4/25/2019,736.400024,737.549988,726,728.75,685.480103,356999
4/26/2019,731,739.900024,729.599976,737.099976,693.334351,333801
4/30/2019,739,753,737.5,749.950012,705.421387,738883
5/2/2019,748.599976,748.900024,728.200012,729.849976,686.514771,950252
5/3/2019,723.75,730.599976,719,723.75,680.776978,366567
5/6/2019,718.5,721.950012,711.099976,717.849976,675.227295,1029470
5/7/2019,720.049988,727.400024,719,723.549988,680.588867,497580
5/8/2019,724,725.950012,716,718.099976,675.462463,440522
5/9/2019,721.700012,730.349976,716,721.049988,678.237305,543215
5/10/2019,723,723,714.5,716.049988,673.53418,521637
5/13/2019,718,727.5,712.799988,720.049988,677.296631,397812
5/14/2019,719.5,719.5,704,713.849976,671.464783,537632
5/15/2019,716.650024,724.450012,712.950012,716.5,673.957458,455637
5/16/2019,716.75,736.75,716.75,734.200012,690.606567,425995
5/17/2019,733.299988,735.700012,721,723.799988,680.824036,577782
5/20/2019,725.799988,726.450012,706.849976,722.400024,679.507202,669439
5/21/2019,723.5,723.5,707,709.200012,667.091003,511790
5/22/2019,711.099976,718.200012,707,709.200012,667.091003,497340
5/23/2019,717.700012,717.700012,698.400024,701.25,659.612915,652528
5/24/2019,702.349976,711.849976,701.25,709.450012,667.326111,497574
5/27/2019,708.799988,713.599976,705.299988,709.099976,666.996887,549476
5/28/2019,710,730.5,710,726.650024,683.504761,493319
5/29/2019,726.5,733.700012,724.349976,727.349976,684.163208,277383
5/30/2019,727.799988,737.349976,724,733.299988,689.76001,217850
5/31/2019,735,742,733.549988,736.849976,693.099182,206651
6/3/2019,734,750.700012,729.950012,744.650024,700.436035,246396
6/4/2019,741.950012,741.950012,733.25,734.700012,691.076843,309295
6/6/2019,734.700012,745,734.099976,737.950012,694.13385,321239
6/7/2019,737.700012,744,735.950012,739.349976,695.450684,320333
6/10/2019,738,754.5,738,753.599976,708.854614,249632
6/11/2019,754,758.900024,751.200012,754.849976,710.030334,287202
6/12/2019,754.150024,756,745,753.950012,709.183838,204706
6/13/2019,741.5,747.200012,739.200012,742.700012,708.468384,378457
6/14/2019,744.200012,745.650024,738.400024,740.400024,706.274414,298249
6/17/2019,741.150024,744.700012,737.5,740.400024,706.274414,331734
6/18/2019,740,752.400024,740,750.650024,716.052002,1001741
6/19/2019,751,755,748.75,751.849976,717.196594,299917
6/20/2019,735,756.450012,735,754.549988,719.772217,636623
6/21/2019,754,755,747,750.700012,716.099731,328861
6/24/2019,752,752,742.650024,745.599976,711.234741,255056
6/25/2019,742.5,750.849976,737.25,748.049988,713.571838,281982
6/26/2019,744,751.5,738.099976,739.650024,705.559021,283076
6/27/2019,741,744.950012,728.200012,730.849976,697.164551,282242
6/28/2019,733.900024,739.450012,728.349976,731.950012,698.213867,329553
7/1/2019,734.099976,737.799988,729.650024,731.150024,697.450745,310899
7/2/2019,734.400024,741.150024,730.900024,739.900024,705.797485,238903
7/3/2019,742,742.700012,730.299988,731.5,697.784668,338665
7/4/2019,734,736.349976,729.25,733.900024,700.074036,266711
7/5/2019,736,736,713.200012,718.25,685.145325,351697
7/8/2019,717,724.099976,712.599976,717.450012,684.382202,301869
7/9/2019,717.900024,719.700012,708.900024,715.400024,682.426697,184016
7/10/2019,710.150024,722.599976,706.700012,716.900024,683.857544,230925
7/11/2019,721,723.650024,710,720.849976,687.625488,220817
7/12/2019,723.299988,730.849976,719.349976,727.099976,693.587402,179046
7/15/2019,762,781.400024,754.5,779.450012,743.524597,1168501
7/16/2019,776.799988,787.900024,774.799988,784.950012,748.771057,388399
7/17/2019,784.700012,795,777,794.299988,757.690063,253810
7/18/2019,792.400024,798.599976,786.049988,793.150024,756.593079,248113
7/19/2019,789.700012,794.400024,781.400024,785.599976,749.391052,205113
7/22/2019,786.900024,792,782.25,785.150024,748.961914,333145
7/23/2019,785.450012,804.25,785.450012,789.900024,753.492981,497688
7/24/2019,789.5,793.299988,783.650024,786.049988,749.820374,345353
7/25/2019,787,800.25,787,795.049988,758.405518,327591
7/26/2019,793,794.700012,782.700012,787.299988,751.012695,293235
7/29/2019,787.549988,796.849976,786.400024,791.549988,755.066833,272313
7/30/2019,792,798,788.25,792.799988,756.259216,267946
7/31/2019,792,799.450012,781.75,794,757.403931,302444
8/1/2019,790.799988,790.799988,764.799988,769.049988,733.603821,365299
8/2/2019,769,780,762.400024,775.400024,739.661255,390658
8/5/2019,773,785.75,768.25,776.75,740.949036,471827
8/6/2019,778,783.900024,770,774.650024,738.945801,852181
8/7/2019,779,783.599976,772.349976,776.150024,740.376648,462609
8/8/2019,778,792.900024,778,789.099976,752.729736,539576
8/9/2019,791.5,796.400024,785.5,790.150024,753.731384,483333
8/13/2019,788.349976,788.349976,760.5,764.099976,728.88208,600910
8/14/2019,774,778.5,768.450012,774.900024,739.184326,341438
8/16/2019,779,779.799988,762.25,774.549988,738.850403,226017
8/19/2019,777,783.299988,773.799988,777.799988,741.950684,262801
8/20/2019,781.049988,797.900024,781.049988,792.900024,756.354614,513651
8/21/2019,792.799988,803,792.75,799.549988,762.69812,339416
8/22/2019,800.799988,800.799988,792.5,795.900024,759.21637,199130
8/23/2019,798,809.950012,796,801.900024,764.939819,355792
8/26/2019,800,806.75,787.5,802.900024,765.893799,174352
8/27/2019,791,795,781.200012,785,748.818787,248061
8/28/2019,785.099976,804.900024,785.099976,802.099976,765.130615,164188
8/29/2019,798.900024,809.650024,796,806.849976,769.661621,177460
8/30/2019,808,817.5,802,814.599976,777.054443,156965
9/3/2019,815,822.299988,812.049988,814.299988,776.768311,132158
9/4/2019,813.700012,822.700012,810.25,821.049988,783.207153,138123
9/5/2019,827.099976,837,826.400024,834.200012,795.751099,252694
9/6/2019,838,847.400024,835.150024,840.150024,801.42688,145166
9/9/2019,838.049988,840,827.299988,829.200012,790.981506,118172
9/11/2019,821.650024,827.950012,814.700012,820.099976,782.300964,265029
9/12/2019,818,819.799988,811.200012,816.349976,778.723877,90350
9/13/2019,816,830.849976,816,829.150024,790.933899,138896
9/16/2019,831.549988,838,821,827.450012,789.312256,114142
9/17/2019,830,834,821,831.049988,792.746277,99229
9/18/2019,831.049988,832.900024,824.349976,829.849976,791.601563,82724
9/19/2019,825,826.650024,815.099976,821,783.159485,116759
9/20/2019,822.349976,834.75,802,805.099976,767.992249,354899
9/23/2019,810,810,742.099976,765.099976,729.835938,1147448
9/24/2019,767.700012,798.700012,766,794.049988,757.451599,958044
9/25/2019,791,801.549988,782.200012,792.200012,755.686829,461452
9/26/2019,792,796.849976,778.5,782.049988,746.0047,337839
9/27/2019,788,794.25,780.049988,782.349976,746.290894,624420
9/30/2019,782.349976,807.950012,782.349976,805.299988,768.183105,350883
10/1/2019,809.799988,809.799988,791.75,793.549988,756.97467,225039
10/3/2019,793,797.75,784.299988,785.5,749.295715,126115
10/4/2019,795,797.549988,788.099976,793.25,756.688477,215977
10/7/2019,795,802.200012,786.5,789.549988,753.159119,179647
10/9/2019,793.5,796,779,784,747.864868,132315
10/10/2019,783.5,794.5,777.099976,782.900024,746.815552,166108
10/11/2019,785.950012,823.349976,777,815.700012,778.103821,532657
10/14/2019,789,796.900024,781,785.650024,749.438782,454942
10/15/2019,773.799988,774.75,765,767.799988,732.411499,342205
10/16/2019,768,776,762,771.450012,735.893311,322436
10/17/2019,768.900024,770.549988,765.200012,769.099976,733.65155,180800
10/18/2019,766.650024,773.599976,760.099976,767.75,732.36377,279245
10/22/2019,691,691,638.299988,643.299988,620.11145,11771789
10/23/2019,637.299988,656.400024,615,650.75,635.192017,5055545
10/24/2019,650.700012,653.099976,632.049988,635.400024,620.209045,1726291
10/25/2019,644.299988,652.5,636,637.549988,622.307617,834375
10/29/2019,654,654,647,650.599976,635.045593,1048701
10/30/2019,659,671,656.25,660.450012,644.660156,914388
10/31/2019,669,695.25,666.450012,685.5,669.111206,1215604
11/1/2019,689.900024,694,682.75,688,671.551453,600344
11/4/2019,684.400024,732.5,678.299988,709,692.049438,1849592
11/5/2019,709,709,691.75,695.799988,679.165039,852025
11/6/2019,697.599976,721.5,691.700012,712.299988,695.270508,914354
11/7/2019,716,724,712.400024,719.950012,702.737671,511202
11/8/2019,722.5,724.450012,705.599976,708.450012,691.512573,531345
11/11/2019,707,707.099976,698.099976,704.5,687.656982,289378
11/13/2019,695.5,699.950012,688,691.25,674.723755,627414
11/14/2019,695,709.75,695,705.349976,688.486633,603556
11/15/2019,707.299988,712.650024,702.150024,703.950012,687.120178,346966
11/18/2019,704.5,709.900024,699.75,705.549988,688.681885,237120
11/19/2019,710.900024,714.400024,706,712.799988,695.758545,378657
11/20/2019,712.650024,715,706.200012,712.799988,695.758545,294235
11/21/2019,714.049988,721.400024,710.799988,713.75,696.685852,320743
11/22/2019,713,713,685.099976,693.150024,676.578369,711451
11/25/2019,694.400024,705,694,698,681.312439,233214
11/26/2019,701.200012,707.200012,686,690.700012,674.186951,213471
11/27/2019,695.700012,697.599976,690.200012,696.049988,679.409058,147999
11/28/2019,698.5,703,694.400024,701.650024,684.875122,239978
11/29/2019,703,703.200012,691.799988,695.950012,679.311462,166618
12/2/2019,702.349976,704.349976,690.349976,692.900024,676.334351,1921228
12/3/2019,695.799988,699.400024,689,698.349976,681.653992,384709
12/4/2019,695,710.400024,694.349976,708.200012,691.268555,377545
12/5/2019,707.099976,716.099976,704.299988,714.650024,697.564331,860862
12/6/2019,717.900024,720,709.650024,715.150024,698.052368,294722
12/9/2019,716.799988,722.200012,715.099976,716.900024,699.760559,448298
12/10/2019,715.549988,718.650024,710.200012,714.25,697.173889,260536
12/11/2019,715.5,722.75,713.400024,720.799988,703.567322,227873
12/12/2019,720.799988,720.799988,695,701.849976,685.070313,1731787
12/13/2019,706.900024,712.700012,700.099976,711.25,694.245667,694603
12/16/2019,711.25,720,710.349976,714,696.929871,253695
12/17/2019,717.549988,731.5,715.299988,729.299988,711.864075,509857
12/18/2019,729.5,737.25,723.099976,732.5,714.98761,352727
12/19/2019,732,736,724.799988,731.200012,713.718689,370840
12/20/2019,732.099976,735,728.349976,732,714.499573,187057
12/23/2019,732,737.25,731.400024,735.849976,718.257507,105902
12/24/2019,736.150024,736.799988,728.5,733.25,715.719666,92997
12/26/2019,734,734.700012,727,729.25,711.815308,139762
12/27/2019,729.25,737.650024,728.75,736.799988,719.184814,105409
12/30/2019,736,737.700012,727.450012,732.799988,715.280396,669807
12/31/2019,732.099976,737.5,725.5,731.75,714.255493,254993
1/1/2020,733.599976,739.900024,732.650024,736.900024,719.282471,86151
1/2/2020,738.049988,740.200012,731.349976,734.700012,717.13501,131129
1/3/2020,734.5,747.75,734.25,746.099976,728.262451,288087
1/6/2020,745.099976,753.950012,736.700012,738.650024,720.99054,191481
1/7/2020,739.049988,742.349976,725.150024,727.75,710.351135,211980
1/8/2020,725,728.700012,708.400024,718.150024,700.980713,280761
1/9/2020,722.900024,731.25,714.5,727.549988,710.155884,321670
1/10/2020,732,742.799988,730.799988,738.25,720.600098,359749
1/13/2020,763,777.549988,755.549988,773.400024,754.90979,968764
1/14/2020,770.599976,776.799988,767.299988,775.349976,756.81311,239821
1/15/2020,775,775,762.799988,767.700012,749.346008,185699
1/16/2020,772,772.200012,760.400024,766.849976,748.516296,153766
1/17/2020,771,772,762.700012,767.849976,749.492432,88333
1/20/2020,770,774.450012,763.349976,768.349976,749.980469,105542
1/21/2020,768.349976,770.700012,760.549988,761.900024,743.684753,61778
1/22/2020,765.099976,778,765.099976,769.950012,751.542236,276071
1/23/2020,774,785.200012,774,784.549988,765.793152,266667
1/24/2020,776,786.200012,773.799988,782.950012,764.231445,713930
1/27/2020,779.700012,784.5,774.799988,777.900024,759.302246,111853
1/28/2020,779.799988,780.799988,772.099976,777.900024,759.302246,543368
1/29/2020,783,792.549988,783,789.450012,770.57605,434306
1/30/2020,792,792,778.049988,780.200012,761.54718,80734
1/31/2020,781.75,784.25,771.75,776.349976,757.789246,70808
2/3/2020,780.549988,790,764.5,767.200012,748.857971,119026
2/4/2020,769.5,789.349976,769.5,787.849976,769.014282,105746
2/5/2020,787,787,774.25,784.5,765.744385,350877
2/6/2020,784.5,786.549988,770,770.950012,752.518372,936087
2/7/2020,772,778.849976,771.049988,777.200012,758.618958,99982
2/10/2020,776,778.049988,769.799988,773.25,754.763367,75767
2/11/2020,776.200012,779.25,769.75,773.799988,755.300171,99312
2/12/2020,775,783,775,781.049988,762.376831,92870
2/13/2020,787,794.299988,782.400024,792.349976,773.406677,132909
2/14/2020,794.900024,799,785,786.200012,767.403748,418263
2/17/2020,787,793.400024,783.400024,789.400024,770.527283,90639
2/18/2020,787,798.900024,783.299988,797.450012,778.384766,107455
2/19/2020,800,804.700012,796,800.700012,781.557129,100572
2/20/2020,800.450012,805.900024,794.049988,796.700012,777.65271,432363
2/24/2020,798,811.200012,792.299988,795.25,776.237366,311918
2/25/2020,800,805.5,795.400024,798.349976,779.263245,382740
2/26/2020,798,801.5,780.799988,782.700012,763.987427,210802
2/27/2020,780,780.549988,772.400024,777.599976,759.009338,137900
2/28/2020,755,756,723.299988,731.349976,713.865051,719556
3/2/2020,733,765.849976,733,744.349976,726.55426,521793
3/3/2020,755.799988,758.150024,741.650024,746.299988,728.457642,525353
3/4/2020,754.700012,761.299988,745.599976,758.599976,740.463562,623340
3/5/2020,762,773.349976,752,754.650024,736.608032,370877
3/6/2020,744,744,729.450012,739.25,721.576172,2788077
3/9/2020,739.25,739.25,739.25,739.25,721.576172,0
3/11/2020,693,696.25,669.599976,685.150024,668.769592,498427
3/12/2020,670,670,627.700012,631.549988,616.451111,1236804
3/13/2020,586,667.599976,568.799988,642.200012,626.846497,932945
3/16/2020,640,640,580,582.849976,568.915344,927681
3/17/2020,585.200012,592.049988,550.099976,555.599976,542.316833,967841
3/18/2020,565.200012,578,528.150024,535.049988,522.258179,673598
3/19/2020,530,557.700012,511.100006,545.400024,532.360779,2113081
3/20/2020,554,617,549.650024,584.950012,570.96521,1824428
3/23/2020,548,560,514.799988,526.700012,514.107788,724224
3/24/2020,535,605.700012,525.549988,593.549988,579.359558,629411
3/25/2020,593,634.799988,566,605.950012,591.463074,553061
3/26/2020,615.950012,650.5,614,646.299988,630.848389,497057
3/27/2020,655,675,642.799988,653.549988,637.92511,745637
3/30/2020,634,664,621.950012,627.200012,612.205078,1128539
3/31/2020,645.5,661.950012,634.75,640.299988,624.991882,1706196
4/1/2020,640,640,594.25,604.099976,589.657349,825328
4/3/2020,604.099976,606.650024,582.349976,585.450012,571.453247,327035
4/7/2020,611.900024,643.950012,611.900024,641.099976,625.772766,418888
4/8/2020,628.200012,655.200012,626.75,631.700012,616.597473,588592
4/9/2020,648.900024,652.75,632.700012,637.599976,622.356384,547723
4/13/2020,630,651.599976,627,637.099976,621.868347,274101
4/15/2020,645,652.799988,635.700012,639.150024,623.869385,794120
4/16/2020,622.849976,634.299988,604,624.200012,609.276794,402658
4/17/2020,640,646,626.049988,629.299988,614.254883,221622
4/20/2020,640,660.700012,639.299988,652.900024,637.290649,455876
4/21/2020,632,646.5,627.700012,633.049988,617.915161,265764
4/22/2020,633.200012,645.299988,628.099976,642.049988,626.700073,166193
4/23/2020,649,683,638.5,678.450012,662.229797,1541355
4/24/2020,674.400024,674.900024,655.650024,658.299988,642.561584,263300
4/27/2020,660,680.849976,660,664.25,648.369263,134910
4/28/2020,673,676.650024,653.650024,661.049988,645.245789,201758
4/29/2020,667.799988,681.700012,658.099976,677.700012,661.497742,199318
